Región,Distrito,Comuna,Local,Nro. Mesa,Mesas Fusionadas,Electores,Nro. En Voto,Lista,Partido,Candidato,Votos TRICEL
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,109,109M,338,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.19230769230769232
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,110,110M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19653179190751446
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,111,111M,336,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,85,0.25297619047619047
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,112,112M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,76,0.22028985507246376
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,113,113M,339,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.168141592920354
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,114,114,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19653179190751446
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,119,119,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1676300578034682
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,120,120,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17201166180758018
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,122,122,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1871345029239766
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,123,123,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,85,0.24926686217008798
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,124,124,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.20178041543026706
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,125,125,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.17008797653958943
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,127,127,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18128654970760233
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 3,128,128,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.20699708454810495
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,129,129,328,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1951219512195122
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,130,130,336,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,81,0.24107142857142858
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,131,131,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,79,0.2344213649851632
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,132,132,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.21159420289855072
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,139,139,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.2
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,140,140,323,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.21671826625386997
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,141,141,322,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.18322981366459629
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,142,142,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.17901234567901234
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,143,143,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.2037037037037037
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,144,144,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.20307692307692307
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,146,146,327,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.1926605504587156
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,147,147,320,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.2
13,10,ÑUÑOA,LICEO CARMELA SILVA DONOSO LOCAL: 4,148,148,322,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.18012422360248448
13,10,ÑUÑOA,LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,55,55M,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16666666666666666
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,47,47V,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16913946587537093
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,51,51V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1695906432748538
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,52,52V,338,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.17159763313609466
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,53,53V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.1661807580174927
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,58,58V,340,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.1676470588235294
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,59,59V,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.16129032258064516
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52 ,61,61V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.1791907514450867
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,62,62V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16473988439306358
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,63,63V,334,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.18263473053892215
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,65,65V,340,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.17941176470588235
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,66,66V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.2046783625730994
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,67,67V,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17302052785923755
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,69,69V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,81,0.23615160349854228
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,70,70V,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,88,0.25806451612903225
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,71,71V,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.17804154302670624
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,72,72V,340,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18235294117647058
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,73,73V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19883040935672514
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,74,74V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16666666666666666
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,76,76V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16184971098265896
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,77,77V,334,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.19161676646706588
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,78,78V,340,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.2
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,79,79V,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.21068249258160238
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,80,80V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1695906432748538
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,81,81V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,72,0.2099125364431487
13,10,ÑUÑOA,LICEO JOSE TORIBIO MEDINA A-52  LOCAL: 2,82,82V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.19005847953216373
13,10,PROVIDENCIA,CAMPUS ORIENTE U. CATOLICA LOCAL: 3,132,132V,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.18209876543209877
13,10,PROVIDENCIA,CAMPUS ORIENTE U. CATOLICA LOCAL: 3,144,144V,328,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.1676829268292683
13,10,PROVIDENCIA,CAMPUS ORIENTE U. CATOLICA LOCAL: 4,150,150V,335,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.1880597014925373
13,10,PROVIDENCIA,CAMPUS ORIENTE U. CATOLICA LOCAL: 4,153,153V,330,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.1787878787878788
13,10,PROVIDENCIA,CAMPUS ORIENTE U. CATOLICA LOCAL: 4,154,154V,327,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.17737003058103976
13,10,PROVIDENCIA,CAMPUS ORIENTE U. CATOLICA LOCAL: 4,159,159V,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.1661631419939577
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,225,225M,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.17522658610271905
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,230,230M,336,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.20535714285714285
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,232,232M,330,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,67,0.20303030303030303
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,233,233M,329,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,78,0.23708206686930092
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,234,234M,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.2166172106824926
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,235,235M,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18731117824773413
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,236,236M,322,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.18012422360248448
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,237,237M,318,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.22012578616352202
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,239,239M,326,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.1687116564417178
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,240,240M,333,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.17417417417417416
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,241,241M,328,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.18292682926829268
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,242,242M,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.1782477341389728
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,244,244M,330,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.18484848484848485
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA ,245,245M,330,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.19393939393939394
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,257,257M,328,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.1798780487804878
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,258,258M,334,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.16467065868263472
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,259,259M,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1933534743202417
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,261,261M,332,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1746987951807229
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,263,263M,333,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16216216216216217
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,264,264M,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.19287833827893175
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,265,265M,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.19584569732937684
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,266,266M,332,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.1897590361445783
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,267,267M,337,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,83,0.24629080118694363
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,268,268M,336,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.20833333333333334
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,270,270,317,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.17665615141955837
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,271,271,308,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.17532467532467533
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,272,272,318,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.18867924528301888
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,274,274,321,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.17757009345794392
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,275,275,315,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.1746031746031746
13,10,PROVIDENCIA,COLEGIO COMPAÑIA DE MARIA  LOCAL: 2,276,276,329,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.182370820668693
13,10,PROVIDENCIA,COLEGIO PROVIDENCIA,123,123M,327,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.1743119266055046
13,10,PROVIDENCIA,COLEGIO PROVIDENCIA,282,282,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.2006172839506173
13,10,PROVIDENCIA,COLEGIO PROVIDENCIA,283,283,318,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.1792452830188679
13,10,PROVIDENCIA,COLEGIO PROVIDENCIA,285,285,327,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.1743119266055046
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT ,176,176V,338,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16863905325443787
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT ,181,181V,334,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16167664670658682
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT ,182,182V,332,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.19578313253012047
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT ,183,183V,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.18126888217522658
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT ,185,185V,332,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.16566265060240964
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,192,192V,334,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16167664670658682
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,196,196V,330,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.21515151515151515
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,197,197V,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,53,0.16012084592145015
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,198,198V,330,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.2
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,199,199V,339,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.168141592920354
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,201,201V,336,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16071428571428573
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,203,203V,331,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.1782477341389728
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,287,287,320,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.1875
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,288,288,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.18153846153846154
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,289,289,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.19753086419753085
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,290,290,318,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.1918238993710692
13,10,PROVIDENCIA,LICEO CARMELA CARVAJAL DE PRAT  LOCAL: 2,291,291,322,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.17080745341614906
13,10,PROVIDENCIA,LICEO JOSE VICTORINO LASTARRIA,277,277,334,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18562874251497005
13,10,PROVIDENCIA,LICEO JOSE VICTORINO LASTARRIA,280,280,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.16615384615384615
13,10,PROVIDENCIA,LICEO JOSE VICTORINO LASTARRIA,281,281,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.18769230769230769
13,10,SAN JOAQUIN,ESCUELA POETA VICTOR DOMINGO SILVA,119,119V,259,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,47,0.18146718146718147
13,10,SAN JOAQUIN,ESCUELA POETA VICTOR DOMINGO SILVA,120,120V,275,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.21818181818181817
13,10,SAN JOAQUIN,ESCUELA POETA VICTOR DOMINGO SILVA,124,124V,302,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.2052980132450331
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,121,121M,321,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.17133956386292834
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,127,127M,302,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,53,0.17549668874172186
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,131,131M,308,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.19155844155844157
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,132,132M,308,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.20454545454545456
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,136,136M,325,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.20307692307692307
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,137,137M,316,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.22468354430379747
13,10,SAN JOAQUIN,LICEO PARTICULAR ESPIRITU SANTO,138,138M,254,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.21653543307086615
13,10,SANTIAGO,ESCUELA REPUBLICA DE ALEMANIA,130,130V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.18497109826589594
13,10,SANTIAGO,ESCUELA REPUBLICA DE ALEMANIA,131,131V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.16909620991253643
13,10,SANTIAGO,ESCUELA REPUBLICA DE ALEMANIA,132,132V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.1826086956521739
13,10,SANTIAGO,ESCUELA REPUBLICA DE ALEMANIA,136,136V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.17391304347826086
13,10,SANTIAGO,ESCUELA REPUBLICA DE PANAMA,195,195,340,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.18529411764705883
13,10,SANTIAGO,ESCUELA REPUBLICA DE PANAMA,222,222,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17052023121387283
13,10,SANTIAGO,ESCUELA SALVADOR SANFUENTES  LOCAL: 2,277,277,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,82,0.23563218390804597
13,10,SANTIAGO,ESCUELA SALVADOR SANFUENTES  LOCAL: 2,278,278,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,81,0.2334293948126801
13,10,SANTIAGO,ESCUELA SALVADOR SANFUENTES  LOCAL: 2,279,279,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,88,0.25287356321839083
13,10,SANTIAGO,ESCUELA SALVADOR SANFUENTES  LOCAL: 2,280,280,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,88,0.2565597667638484
13,10,SANTIAGO,ESCUELA SALVADOR SANFUENTES  LOCAL: 2,293,293,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.18421052631578946
13,10,SANTIAGO,LICEO DE APLICACION 21,142,142V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17151162790697674
13,10,SANTIAGO,LICEO DE APLICACION 21,143,143V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17002881844380405
13,10,SANTIAGO,LICEO DE APLICACION 21,144,144V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.20579710144927535
13,10,SANTIAGO,LICEO DE APLICACION 21,146,146V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.1752873563218391
13,10,SANTIAGO,LICEO DE APLICACION 21,147,147V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.18786127167630057
13,10,SANTIAGO,LICEO DE APLICACION 21,148,148V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,79,0.22965116279069767
13,10,SANTIAGO,LICEO DE APLICACION 21,149,149V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1676300578034682
13,10,SANTIAGO,LICEO DE APLICACION 29 ,126,126M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17002881844380405
13,10,SANTIAGO,LICEO DE APLICACION 29 ,127,127M,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.18658892128279883
13,10,SANTIAGO,LICEO DE APLICACION 29 ,129,129M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,81,0.2334293948126801
13,10,SANTIAGO,LICEO DE APLICACION 29 ,130,130M,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.187683284457478
13,10,SANTIAGO,LICEO DE APLICACION 29 ,131,131M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,75,0.21676300578034682
