Región,Distrito,Comuna,Local,Nro. Mesa,Mesas Fusionadas,Electores,Nro. En Voto,Lista,Partido,Candidato,Votos TRICEL
13,10,SANTIAGO,LICEO DE APLICACION 29 ,132,132M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.1744186046511628
13,10,SANTIAGO,LICEO DE APLICACION 29 ,133,133M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,67,0.1930835734870317
13,10,SANTIAGO,LICEO DE APLICACION 29 ,134,134M,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.1749271137026239
13,10,SANTIAGO,LICEO DE APLICACION 29 ,135,135M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16231884057971013
13,10,SANTIAGO,LICEO DE APLICACION 29 ,136,136M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,74,0.2132564841498559
13,10,SANTIAGO,LICEO DE APLICACION 29 ,137,137M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.2063953488372093
13,10,SANTIAGO,LICEO DE APLICACION 29 ,138,138M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17052023121387283
13,10,SANTIAGO,LICEO DE APLICACION 29 ,143,143M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17052023121387283
13,10,SANTIAGO,LICEO DE APLICACION 29 ,144,144M,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,81,0.23275862068965517
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,145,145M,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.2034383954154728
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,146,146M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,77,0.22318840579710145
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,147,147M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,80,0.23054755043227665
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,148,148M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,80,0.23255813953488372
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,149,149M,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,89,0.2594752186588921
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,150,150M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.2063953488372093
13,10,SANTIAGO,LICEO DE APLICACION 29  LOCAL: 2,151,151M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19596541786743515
13,10,SANTIAGO,LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS  LOCAL: 2,187,187,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17052023121387283
13,10,SANTIAGO,LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS  LOCAL: 2,193,193,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.16666666666666666
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA,296,296,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,67,0.1930835734870317
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA,297,297,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,90,0.26011560693641617
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA,298,298,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,74,0.2132564841498559
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA,299,299,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1839080459770115
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA,300,300,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.21220930232558138
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA LOCAL: 2,320,320,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.16666666666666666
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA LOCAL: 2,334,334,350,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16285714285714287
13,10,SANTIAGO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA ANEXO BASICA LOCAL: 2,335,335,324,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.21604938271604937
13,10,SANTIAGO,LICEO MIGUEL LUIS AMUNATEGUI  LOCAL: 2,116,116M,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16715542521994134
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,95,95V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.20916905444126074
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,96,96V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.18911174785100288
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,97,97V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.21159420289855072
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,98,98V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17201166180758018
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,99,99V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.1810344827586207
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,100,100V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.1988472622478386
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,101,101V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16138328530259366
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,103,103V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.17391304347826086
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,104,104V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19825072886297376
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,105,105V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,82,0.23631123919308358
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,106,106V,350,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,77,0.22
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,107,107V,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,72,0.21114369501466276
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,108,108V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,75,0.21739130434782608
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,109,109,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19767441860465115
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,110,110,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.1724137931034483
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,111,111,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19710144927536233
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,112,112,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18023255813953487
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,113,113,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.16714697406340057
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,114,114,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,75,0.21994134897360704
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,115,115,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.1994219653179191
13,10,SANTIAGO,ESC. REPUBLICA ORIENTAL DE URUGUAY,116,116,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.17732558139534885
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,117,117,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,76,0.22093023255813954
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,119,119,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.2
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,120,120,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.1896551724137931
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,121,121,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.18208092485549132
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,122,122,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.1781609195402299
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,124,124,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.20057306590257878
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,125,125,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.16954022988505746
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,126,126,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,72,0.21114369501466276
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,127,127,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19596541786743515
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,128,128,350,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,94,0.26857142857142857
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,129,129,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,95,0.2722063037249284
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,130,130,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,78,0.22349570200573066
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,131,131,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,108,0.3103448275862069
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,132,132,350,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,105,0.3
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,133,133,310,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,93,0.3
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,135,135,350,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,114,0.32571428571428573
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,136,136,259,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.22393822393822393
13,10,SANTIAGO,ESCUELA BENJAMIN VICUNA MACKENNA,137,137,257,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,77,0.29961089494163423
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,84,84M,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,67,0.1925287356321839
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,85,85M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,78,0.22608695652173913
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,86,86M,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.166189111747851
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,88,88M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.17391304347826086
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,89,89M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1844380403458213
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,90,90M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1855072463768116
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,93,93M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.1907514450867052
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,94,94M,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,76,0.21839080459770116
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,95,95M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,73,0.21037463976945245
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,96,96M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.1988472622478386
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,97,97M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19653179190751446
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,98,98M,341,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,72,0.21114369501466276
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,100,100M,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,79,0.22701149425287356
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,101,101M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.18786127167630057
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,102,102M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,84,0.24347826086956523
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,103,103M,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.17579250720461095
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,104,104M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,77,0.2238372093023256
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,105,105M,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,72,0.2099125364431487
13,10,SANTIAGO,ESCUELA CADETE ARTURO PRAT CHACON,106,106M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,83,0.24057971014492754
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,31,31V,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1871345029239766
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,37,37V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16045845272206305
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,38,38V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17002881844380405
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,41,41V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.18497109826589594
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,43,43V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.17478510028653296
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,46,46V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17002881844380405
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,47,47V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.20402298850574713
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,48,48V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.16905444126074498
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,49,49V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.18840579710144928
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,50,50V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1686046511627907
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,51,51V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.1781609195402299
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,52,52V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19825072886297376
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,53,53V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.2005813953488372
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,54,54V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.1896551724137931
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,56,56V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.1873198847262248
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,58,58V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,69,0.20116618075801748
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,60,60V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16184971098265896
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,61,61V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,78,0.22478386167146974
13,10,SANTIAGO,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,62,62V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,68,0.19484240687679083
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,66,66V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.1844380403458213
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,69,69V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.18208092485549132
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,70,70V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,70,0.20057306590257878
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,71,71V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1676300578034682
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,74,74V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.19186046511627908
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,75,75V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18023255813953487
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,77,77V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.17732558139534885
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,79,79V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16473988439306358
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,80,80V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,67,0.19476744186046513
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,81,81V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.16666666666666666
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,82,82V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,63,0.1810344827586207
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,83,83V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.18497109826589594
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,84,84V,343,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.1924198250728863
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,85,85V,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1686046511627907
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,86,86V,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.1681159420289855
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,88,88V,349,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,77,0.22063037249283668
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,89,89V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,59,0.17052023121387283
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,90,90V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,72,0.20809248554913296
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,93,93V,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.1781609195402299
13,10,SANTIAGO,ESCUELA REPUBLICA DE COLOMBIA,94,94V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.20461095100864554
13,10,SANTIAGO,LICEO CONFEDERACION SUIZA,19,19V,347,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.17579250720461095
13,10,SANTIAGO,LICEO CONFEDERACION SUIZA,29,29V,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,66,0.1907514450867052
13,10,SANTIAGO,LICEO DARIO SALAS,83,83M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.16521739130434782
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,37,37M,342,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.17543859649122806
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,39,39M,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,61,0.1752873563218391
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,41,41M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16184971098265896
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,43,43M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16279069767441862
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,44,44M,348,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,60,0.1724137931034483
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,45,45M,346,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.16184971098265896
13,10,SANTIAGO,LICEO LIB. GRAL JOSE DE SAN MARTIN,53,53M,345,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.17971014492753623
13,10,SANTIAGO,LICEO PDTE. GABRIEL GONZALEZ VIDELA,25,25M,344,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,62,0.18023255813953487
13,10,SANTIAGO,ESCUELA IRENE FREI DE CID,39,39V,307,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,55,0.1791530944625407
13,10,SANTIAGO,ESCUELA IRENE FREI DE CID,40,40V,305,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,54,0.17704918032786884
13,10,SANTIAGO,ESCUELA IRENE FREI DE CID,84,84M,306,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,56,0.1830065359477124
13,10,SANTIAGO,ESCUELA IRENE FREI DE CID,85,85M,311,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,64,0.2057877813504823
13,10,SANTIAGO,ESCUELA PILOTO PARDO,99,99M,277,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,65,0.23465703971119134
13,10,SANTIAGO,ESCUELA PILOTO PARDO,100,100M,273,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,71,0.2600732600732601
13,10,SANTIAGO,ESCUELA PILOTO PARDO,101,101M,289,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,53,0.18339100346020762
13,10,SANTIAGO,ESCUELA PILOTO PARDO,102,102M,309,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,58,0.18770226537216828
13,10,SANTIAGO,ESCUELA PILOTO PARDO,103,103M,313,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,83,0.26517571884984026
13,10,SANTIAGO,ESCUELA PILOTO PARDO,104,104M-56V,442,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,74,0.167420814479638
13,10,SANTIAGO,ESCUELA PILOTO PARDO,107,107V,261,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,49,0.18773946360153257
13,10,SANTIAGO,ESCUELA PILOTO PARDO,108,108V,252,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,53,0.21031746031746032
13,10,SANTIAGO,ESCUELA PILOTO PARDO,109,109V,258,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,47,0.1821705426356589
13,10,SANTIAGO,ESCUELA PILOTO PARDO,110,110V,282,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,48,0.1702127659574468
13,10,SANTIAGO,ESCUELA PILOTO PARDO,111,111V,303,57,G,REVOLUCION DEMOCRATICA,GIORGIO JACKSON DRAGO,57,0.18811881188118812
